index,TID,loc_name,loc_number,loc_type,brand,address,city,state,neighborhood,postal_code,phone,latitude,longitude,hours_of_operation,services_included,RunID,RunDate,InsertUpdateTime,store_type
16,10342,Sabraton,00755,C,KROGER,"1851 Earl L Core Rd Morgantown, WV 26505",Morgantown,WV,MONONGALIA COUNTY,26505,3042967146.0,39.6222006,-79.9249216,Sun - Sat: 7:00 AM - 10:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 14:46:01,Store
17,10343,Kroger,00774,C,KROGER,"102 Emily Dr Clarksburg, WV 26301",Clarksburg,WV,HARRISON COUNTY,26301,3046231015.0,39.279107,-80.279628,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 14:57:01,Store
18,10344,Clarksburg Village Center,00409,C,HART,"22700 Sweetshrub Dr Clarksburg, MD 20871",Clarksburg,MD,MONTGOMERY COUNTY,20871,3019167280.0,39.2295949,-77.2504013,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:17,Store
19,10345,Purcellville Gateway,00388,C,HART,"105 Purcellville Gateway Dr PURCELLVILLE, VA 20132",PURCELLVILLE,VA,LOUDOUN COUNTY,20132,5403388995.0,39.1364815,-77.6945836,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:17,Store
20,10346,Lansdowne Town Center,00100,C,HART,"19350 Winmeade Drive Leesburg, VA 20176",Leesburg,VA,LOUDOUN COUNTY,20176,5713332495.0,39.0807101,-77.495512,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:17,Store
21,10347,Ashbrook Commons,00242,C,HART,"20070 Ashbrook Commons Plaza Suite 151 Ashburn, VA 20147",Ashburn,VA,LOUDOUN COUNTY,20147,5712230110.0,39.0603736,-77.4705422,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:22,Store
22,10348,Goose Creek Village,00310,C,HART,"42780 Creek View Plaza ASHBURN, VA 20147",ASHBURN,VA,LOUDOUN COUNTY,20147,5712232245.0,39.0435678,-77.5214942,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:22,Store
23,10349,Darnestown Rd,00325,C,HART,"14101 Darnestown Rd Darnestown, MD 20874",Darnestown,MD,MONTGOMERY COUNTY,20874,2406311310.0,39.1043626,-77.2916108,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:22,Store
24,10350,Turf Valley Towne Square,00382,C,HART,"11075 Resort Rd Ellicott City, MD 21042",Ellicott City,MD,HOWARD COUNTY,21042,4104615014.0,39.297814,-76.8973359,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:27,Store
25,10351,Downtown Crown,00384,C,HART,"323 Copley Place Gaithersburg, MD 20878",Gaithersburg,MD,MONTGOMERY COUNTY,20878,3019637904.0,39.1153487,-77.207685,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:27,Store
26,10352,The Shops at Canton Crossing,00392,C,HART,"3779 Boston St Baltimore, MD 21224",Baltimore,MD,BALTIMORE CITY,21224,4105220270.0,39.27487,-76.564865,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:31,Store
27,10353,McHenry Row,00376,C,HART,"1801 Whetstone Way Baltimore, MD 21230",Baltimore,MD,BALTIMORE CITY,21230,4105288484.0,39.2677001,-76.5997946,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:31,Store
28,10354,Magothy Gateway,00364,C,HART,"143 Ritchie Hwy N Severna Park, MD 21146",Severna Park,MD,ANNE ARUNDEL COUNTY,21146,4105445450.0,39.0982236,-76.561016,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:42,Store
29,10355,Kings Contrivance Village Center,00322,C,HART,"8620 Guilford Rd Columbia, MD 21046",Columbia,MD,HOWARD COUNTY,21046,4102905902.0,39.1700226,-76.8642506,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:14:42,Store
30,10356,Fair Hill,00403,C,HART,"18169 Town Center Dr Olney, MD 20832",Olney,MD,MONTGOMERY COUNTY,20832,3012601792.0,39.1535417,-77.0619678,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:15:23,Store
31,10357,Maple Lawn Market Place,00323,C,HART,"8184 Westside Blvd Fulton, MD 20759",Fulton,MD,HOWARD COUNTY,20759,3013625761.0,39.1496753,-76.9112813,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:15:23,Store
32,10358,Towne Center at Laurel,00408,C,HART,"14702 Baltimore Ave Laurel, MD 20707",Laurel,MD,PRINCE GEORGE'S COUNTY,20707,3014906039.0,39.0929405,-76.8584304,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:15:23,Store
33,10359,Park Potomac,00373,C,HART,"12525 Park Potomac Ave Potomac, MD 20854",Potomac,MD,MONTGOMERY COUNTY,20854,3012945329.0,39.0614378,-77.1572299,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:16:19,Store
34,10360,North Bethesda Center,00328,C,HART,"11845 Old Georgetown Rd Rockville, MD 20852",Rockville,MD,MONTGOMERY COUNTY,20852,3014683029.0,39.0495356,-77.1092944,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 16:16:19,Store
35,10361,Easton Marketplace,00380,C,HART,"28528 Marlboro Ave Easton, MD 21601",Easton,MD,Talbot County,21601,4106907203.0,38.78566,-76.087276,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:15:01,Store
36,10362,Constitution Square,00352,C,HART,"1201 First St NE Washington, DC 20002",Washington,DC,District of Columbia,20002,2025890351.0,38.9058758,-77.0055935,Sun - Sat: 7:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
37,10363,Adams Morgan,00231,C,HART,"1631 Kalorama Road NW Washington, DC 20009",Washington,DC,District of Columbia,20009,2029861415.0,38.9219804,-77.0384578,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
38,10364,The Yards,00383,C,HART,"401 M Street SE Washington, DC 20003",Washington,DC,District of Columbia,20003,2025540164.0,38.8758757,-77.0000152,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
39,10365,Pentagon Row,00083,C,HART,"900 Army-Navy Drive Arlington, VA 22202",Arlington,VA,ARLINGTON COUNTY,22202,7034137112.0,38.8652564,-77.0619613,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
40,10366,Market Square at National Landing,00262,C,HART,"3600 S. Glebe Rd Suite W100 Arlington, VA 22202",Arlington,VA,ARLINGTON COUNTY,22202,7034121544.0,38.8423887,-77.051868,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
41,10367,Ballston,00086,C,HART,"600 North Glebe Road Arlington, VA 22203",Arlington,VA,ARLINGTON COUNTY,22203,7035269100.0,38.8766666,-77.1098822,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
42,10368,Columbia Pike - George Mason,00371,C,HART,"950 S George Mason Dr Arlington, VA 22204",Arlington,VA,ARLINGTON COUNTY,22204,5713841610.0,38.858928,-77.102467,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
43,10369,Shirlington,00235,C,HART,"4250 Campbell Avenue Arlington, VA 22206",Arlington,VA,ARLINGTON COUNTY,22206,7033792003.0,38.8413764,-77.090135,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
44,10370,Lee Harrison,00023,C,HART,"2425 North Harrison Street ARLINGTON, VA 22207",ARLINGTON,VA,ARLINGTON COUNTY,22207,7035328663.0,38.8969894,-77.137529,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
45,10371,King St - Beauregard,00413,C,HART,"4550 King St Alexandria, VA 22302",Alexandria,VA,ALEXANDRIA CITY,22302,5718952820.0,38.840304,-77.107286,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
46,10372,Old Town Alexandria,00398,C,HART,"735 N. Saint Asaph St. Alexandria, VA 22314",Alexandria,VA,ALEXANDRIA CITY,22314,7034193837.0,38.8126592,-77.0437344,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
47,10373,Downtown Bethesda,00404,C,HART,"4805 Battery Lane Bethesda, MD 20814",Bethesda,MD,MONTGOMERY COUNTY,20814,2406308635.0,38.9927564,-77.0965308,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
48,10374,Foxchase,00133,C,HART,"4641 Duke Street Alexandria, VA 22314",Alexandria,VA,ALEXANDRIA CITY,22314,7034617082.0,38.8128453,-77.1125492,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
49,10375,West Broad,00307,C,HART,"301 W Broad St #A Falls Church, VA 22046",Falls Church,VA,Falls Church city,22046,5714196869.0,38.883562,-77.173581,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
50,10376,Barcroft Plaza,00279,C,HART,"6351 Columbia Pike FALLS CHURCH, VA 22041",FALLS CHURCH,VA,Falls Church city,22041,7032566615.0,38.8356087,-77.1554044,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
51,10377,Tysons Corner,00302,C,HART,"8200 Crestwood Heights Dr MCLEAN, VA 22102",MCLEAN,VA,Falls Church city,22102,7034480132.0,38.9299784,-77.2276195,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
52,10378,Dunn Loring,00308,C,HART,"2675 Avenir Place Vienna, VA 22180",Vienna,VA,FAIRFAX COUNTY,22180,7032040840.0,38.8793421,-77.2278834,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
53,10379,Bowie Marketplace,00324,C,HART,"15501 Annapolis Rd. #400 Bowie, MD 20715",Bowie,MD,PRINCE GEORGE'S COUNTY,20715,3013832935.0,38.9779435,-76.733825,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
54,10380,Spectrum at Reston Town Center,00081,C,HART,"11806 Spectrum Center Reston, VA 20190",Reston,VA,FAIRFAX COUNTY,20190,7034355800.0,38.9660949,-77.3548599,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
55,10381,Pender,00253,C,HART,"3905 Fair Ridge Dr. Fairfax, VA 22033",Fairfax,VA,FAIRFAX COUNTY,22033,7038770580.0,38.872995,-77.3742857,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
56,10382,Woodland Park Crossing,00085,C,HART,"12960 Highland Crossing Drive HERNDON, VA 20171",HERNDON,VA,FAIRFAX COUNTY,20171,7034647934.0,38.949801,-77.394948,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
57,10383,Cascades Overlook,00326,C,HART,"21399 Epicerie Plaza Sterling, VA 20164",Sterling,VA,LOUDOUN COUNTY,20164,5715264835.0,39.0231238,-77.3963118,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
58,10384,Apple Greene,00270,C,HART,"10125 Ward Road Dunkirk, MD 20754",Dunkirk,MD,Calvert County,20754,4435501581.0,38.717676,-76.658361,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
59,10385,Shops at County Center,00316,C,HART,"12745 Galveston Ct Manassas, VA 20112",Manassas,VA,Prince William County,20112,7035800251.0,38.6803398,-77.3633746,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
60,10386,East Gate Marketplace,00309,C,HART,"25401 Eastern Marketplace Plaza Chantilly, VA 20152",Chantilly,VA,LOUDOUN COUNTY,20152,7037222126.0,38.9151888,-77.4894456,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
61,10387,Hastings Marketplace,00303,C,HART,"10060 Market Circle Manassas, VA 20110",Manassas,VA,Falls Church city,20110,7032574685.0,38.7390758,-77.452844,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
62,10388,Broadlands Marketplace,00284,C,HART,"43300 Southern Walk Plaza Ashburn, VA 20148",Ashburn,VA,LOUDOUN COUNTY,20148,7037230842.0,39.0086515,-77.5032675,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
63,10389,Brambleton,00230,C,HART,"42415 Ryan Road Brambleton, VA 20148",Brambleton,VA,LOUDOUN COUNTY,20148,7035428300.0,38.9858972,-77.5349995,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
64,10390,Stone Ridge,00237,I,HART,"24441 Stone Springs Blvd Sterling, VA 20166",Sterling,VA,LOUDOUN COUNTY,20166,7035426366.0,38.9412588,-77.5448447,Sun - Sat: 7:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
65,10391,Stone Ridge Village Center,00238,C,HART,"42015 Village Center Plaza Suite 110 Aldie, VA 20105",Aldie,VA,LOUDOUN COUNTY,20105,7035428340.0,38.9392467,-77.549023,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
66,10392,Bristow Center,00313,C,HART,"10438 Bristow Center Dr Bristow, VA 20136",Bristow,VA,Prince William County,20136,7032571367.0,38.7323471,-77.5499928,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
67,10393,Heritage Marketplace,00338,C,HART,"13901 Heathcote Blvd. Gainesville, VA 20155",Gainesville,VA,Prince William County,20155,7037547736.0,38.8078308,-77.611825,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
68,10394,Northrock Shopping Center,00329,C,HART,"530 Fletcher Dr Warrenton, VA 20186",Warrenton,VA,Fauquier County,20186,5403499500.0,38.727285,-77.7959607,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:16:12,Store
69,10395,St Marys Market Place,00487,C,HART,"44900 Saint Andrews Church Rd California, MD 20619",California,MD,St. Mary's County,20619,3017372393.0,38.302746,-76.523278,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 17:17:15,Store
70,10396,Rutland Marketplace,00515,M,KROGER,"9351 Atlee Rd Mechanicsville, VA 23116",Mechanicsville,VA,Hanover County,23116,8045698240.0,37.651862,-77.4023142,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
71,10397,Short Pump,00517,C,KROGER,"11895 W Broad St Richmond, VA 23233",Richmond,VA,Henrico County,23233,8043602643.0,37.6528767,-77.6257764,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
72,10398,West Broad,00500,C,KROGER,"9480 W Broad St Henrico, VA 23294",Henrico,VA,Henrico County,23294,8042700933.0,37.6411047,-77.55518,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
73,10399,Staples Mill Marketplace,00519,M,KROGER,"9000 Staples Mill Road Henrico, VA 23228",Henrico,VA,Henrico County,23228,8049779514.0,37.6371706,-77.5146395,Sun - Sat: 6:00 AM - 12:00 AM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
74,10400,Mechanicsville,00510,C,KROGER,"6335 Mechanicsville Tpke Mechanicsville, VA 23111",Mechanicsville,VA,Hanover County,23111,8047306832.0,37.6147813,-77.319389,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
75,10401,Gayton Crossing,00503,C,KROGER,"1356 Gaskins Rd Richmond, VA 23238",Richmond,VA,Henrico County,23238,8047401718.0,37.6066106,-77.5921409,Sun - Sat: 7:00 AM - 10:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
76,10402,Eastridge,00525,C,KROGER,"1510 Eastridge Rd Richmond, VA 23229",Richmond,VA,Henrico County,23229,8042882730.0,37.6036466,-77.5618116,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
77,10403,Willow Lawn,00509,C,KROGER,"1601 Willow Lawn Dr Ste 1 Richmond, VA 23230",Richmond,VA,Henrico County,23230,8042882885.0,37.5800889,-77.4992451,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:32,Store
78,10404,Lombardy,00511,C,KROGER,"901 N Lombardy St Richmond, VA 23220",Richmond,VA,RICHMOND CITY,23220,8042133620.0,37.5559553,-77.4538601,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
79,10405,Carytown,00504,C,KROGER,"3507 W Cary St Richmond, VA 23221",Richmond,VA,RICHMOND CITY,23221,8042541975.0,37.5544269,-77.4879735,Sun - Sat: 7:00 AM - 12:00 AM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
80,10406,Laburnum,00502,C,KROGER,"4816 S Laburnum Ave Richmond, VA 23231",Richmond,VA,RICHMOND CITY,23231,8042220240.0,37.5197952,-77.351953,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
81,10407,Bellgrade,00505,C,KROGER,"3001 Polo Pkwy Midlothian, VA 23113",Midlothian,VA,RICHMOND CITY,23113,8043791395.0,37.525986,-77.608528,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
82,10408,Stonebridge,00514,M,KROGER,"7000 Tim Price Way North Chesterfield, VA 23225",North Chesterfield,VA,CHESTERFIELD COUNTY,23225,8047728540.0,37.498952,-77.52557,Sun - Sat: 6:00 AM - 12:00 AM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
83,10409,Midlothian,00523,C,KROGER,"14101 Midlothian Tpke Midlothian, VA 23113",Midlothian,VA,CHESTERFIELD COUNTY,23113,8045941640.0,37.5044545,-77.6636743,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
84,10410,Hicks,00501,C,KROGER,"2821 Hicks Rd North Chesterfield, VA 23235",North Chesterfield,VA,CHESTERFIELD COUNTY,23235,8046752288.0,37.4619237,-77.5484941,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
85,10411,Swift Creek,00512,C,KROGER,"13201 Rittenhouse Dr Midlothian, VA 23112",Midlothian,VA,CHESTERFIELD COUNTY,23112,8047635400.0,37.4154331,-77.638893,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
86,10412,Iron Bridge Marketplace,00524,M,KROGER,"10800 Iron Bridge Road Chester, VA 23831",Chester,VA,CHESTERFIELD COUNTY,23831,8043185579.0,37.367386,-77.501722,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 18:25:41,Store
